"","f1e","f2e","language","participant","text","group","consonant","phoneme"
"4099","567.99","1652.39","German","509509","puf","L1 English monolingual","p","u"
"4100","901.30","2161.19","German","509509","fif","L1 English monolingual","f","i"
"4101","289.78","2115.22","German","509509","fif","L1 English monolingual","f","i"
"4102","590.04","2163.45","German","509509","pif","L1 English monolingual","p","i"
"4103","521.66","2328.90","German","509509","fif","L1 English monolingual","f","i"
"4104","322.62","1571.29","German","509509","fuf","L1 English monolingual","f","u"
"4105","548.77","1146.35","french","509509","paf","L1 English monolingual","p","schwa"
"4106","534.94","1446.20","french","509509","pof","L1 English monolingual","p","o"
"4107","584.45","1953.16","french","509509","fuf","L1 English monolingual","f","u"
"4108","540.18","1485.67","french","509509","faf","L1 English monolingual","f","schwa"
"4109","629.59","2394.76","french","509509","fif","L1 English monolingual","f","i"
"4110","512.86","1107.20","french","509509","pof","L1 English monolingual","p","o"
"4111","329.85","1962.30","french","509509","fuf","L1 English monolingual","f","u"
"4112","261.80","1794.94","french","509509","puf","L1 English monolingual","p","u"
"4113","678.49","2354.88","french","509509","pif","L1 English monolingual","p","i"
"4114","589.45","1408.50","french","509509","fof","L1 English monolingual","f","o"
"4115","629.61","2323.84","french","509509","fif","L1 English monolingual","f","i"
"4116","265.39","2198.67","french","509509","pif","L1 English monolingual","p","i"
"4117","260.85","2226.48","french","509509","fif","L1 English monolingual","f","i"
"4118","516.99","1130.18","french","509509","fof","L1 English monolingual","f","o"
"4119","565.32","1764.10","french","509509","fuf","L1 English monolingual","f","u"
"4120","444.00","1030.64","french","509509","pof","L1 English monolingual","p","o"
"4121","482.57","1319.22","french","509509","faf","L1 English monolingual","f","schwa"
"4122","308.74","1678.86","french","509509","puf","L1 English monolingual","p","u"
"4123","475.50","1379.42","french","509509","paf","L1 English monolingual","p","schwa"
"4124","284.11","1808.45","french","509509","puf","L1 English monolingual","p","u"
"4125","487.46","1457.68","french","509509","fof","L1 English monolingual","f","o"
"4126","635.07","1514.08","french","509509","faf","L1 English monolingual","f","schwa"
"4127","613.79","2258.85","french","509509","pif","L1 English monolingual","p","i"
"4128","474.29","1014.73","french","509509","paf","L1 English monolingual","p","schwa"
"4129","439.03","2318.82","english","509509","peef","L1 English monolingual","p","i"
"4130","653.37","973.92","english","509509","foff","L1 English monolingual","f","o"
"4131","326.29","2246.03","english","509509","peef","L1 English monolingual","p","i"
"4132","276.47","2205.14","english","509509","feef","L1 English monolingual","f","i"
"4133","398.60","1316.72","english","509509","foof","L1 English monolingual","f","u"
"4134","618.30","992.40","english","509509","poff","L1 English monolingual","p","o"
"4135","318.01","2303.90","english","509509","feef","L1 English monolingual","f","i"
"4136","678.76","1356.35","english","509509","puff","L1 English monolingual","p","schwa"
"4137","651.31","1394.83","english","509509","fuff","L1 English monolingual","f","schwa"
"4138","711.96","2365.40","english","509509","feef","L1 English monolingual","f","i"
"4139","388.23","1594.07","english","509509","foof","L1 English monolingual","f","u"
"4140","498.05","1268.74","english","509509","poof","L1 English monolingual","p","u"
"4141","653.50","1004.46","english","509509","foff","L1 English monolingual","f","o"
"4142","326.13","2234.11","english","509509","peef","L1 English monolingual","p","i"
"4143","682.97","1292.24","english","509509","poff","L1 English monolingual","p","o"
"4144","405.25","1189.88","english","509509","foof","L1 English monolingual","f","u"
"4145","585.91","1075.21","english","509509","fuff","L1 English monolingual","f","schwa"
"4146","628.60","1003.47","english","509509","poff","L1 English monolingual","p","o"
"4147","577.85","1075.32","english","509509","puff","L1 English monolingual","p","schwa"
"4148","331.51","1256.94","english","509509","poof","L1 English monolingual","p","u"
"4149","607.31","1254.38","english","509509","puff","L1 English monolingual","p","schwa"
"4150","707.35","1344.08","english","509509","fuff","L1 English monolingual","f","schwa"
"4151","271.16","1351.50","english","509509","poof","L1 English monolingual","p","u"
"4152","688.39","1093.83","english","509509","foff","L1 English monolingual","f","o"
"4153","559.72","1302","German","492813","paf","L1 Spanish bilingual","p","schwa"
"4154","651.78","1916.65","German","492813","puf","L1 Spanish bilingual","p","u"
"4155","1096.44","2012.15","German","492813","pif","L1 Spanish bilingual","p","i"
"4156","605.56","2131.88","German","492813","pof","L1 Spanish bilingual","p","o"
"4157","717.62","1783.91","German","492813","fif","L1 Spanish bilingual","f","i"
"4158","539.57","2293.13","German","492813","pif","L1 Spanish bilingual","p","i"
"4159","481.44","2455.32","German","492813","faf","L1 Spanish bilingual","f","schwa"
"4160","901.73","1966.66","German","492813","fuf","L1 Spanish bilingual","f","u"
"4161","398.87","1455.31","German","492813","fof","L1 Spanish bilingual","f","o"
"4162","252.62","1574.45","German","492813","paf","L1 Spanish bilingual","p","schwa"
"4163","176.41","2315.11","German","492813","pif","L1 Spanish bilingual","p","i"
"4164","246.9","2318.18","German","492813","fif","L1 Spanish bilingual","f","i"
"4165","480.1","1622.07","German","492813","pof","L1 Spanish bilingual","p","o"
"4166","436.56","1620.66","German","492813","puf","L1 Spanish bilingual","p","u"
"4167","1063.9","2650.38","German","492813","fif","L1 Spanish bilingual","f","i"
"4168","232.3","1595.67","German","492813","puf","L1 Spanish bilingual","p","u"
"4169","795.7","2282.82","German","492813","fuf","L1 Spanish bilingual","f","u"
"4170","646.46","2061.38","German","492813","fof","L1 Spanish bilingual","f","o"
"4171","336.62","1038.84","German","492813","fof","L1 Spanish bilingual","f","o"
"4172","836.08","1834.4","German","492813","paf","L1 Spanish bilingual","p","schwa"
"4173","484.63","2046.34","German","492813","pof","L1 Spanish bilingual","p","o"
"4174","449.17","1281.45","German","492813","faf","L1 Spanish bilingual","f","schwa"
"4175","975.03","2205.01","German","492813","fuf","L1 Spanish bilingual","f","u"
"4176","455.82","1470.12","German","492813","faf","L1 Spanish bilingual","f","schwa"
"4177","256.73","1796.06","french","492813","puf","L1 Spanish bilingual","p","u"
"4178","212.64","1949.29","french","492813","fif","L1 Spanish bilingual","f","i"
"4179","234.81","1894.71","french","492813","paf","L1 Spanish bilingual","p","schwa"
"4180","998.15","2119.57","french","492813","puf","L1 Spanish bilingual","p","u"
"4181","449.91","1380.17","french","492813","pof","L1 Spanish bilingual","p","o"
"4182","1295.36","2583.15","french","492813","fif","L1 Spanish bilingual","f","i"
"4183","279.29","1619.45","french","492813","paf","L1 Spanish bilingual","p","schwa"
"4184","2201.51","2587.32","french","492813","pif","L1 Spanish bilingual","p","i"
"4185","558.27","1924.53","french","492813","puf","L1 Spanish bilingual","p","u"
"4186","282.16","1115.62","french","492813","fuf","L1 Spanish bilingual","f","u"
"4187","810.05","2158.76","french","492813","fuf","L1 Spanish bilingual","f","u"
"4188","328.13","1512.19","french","492813","paf","L1 Spanish bilingual","p","schwa"
"4189","449.96","1149.28","french","492813","pof","L1 Spanish bilingual","p","o"
"4190","304.76","1196.7","french","492813","pof","L1 Spanish bilingual","p","o"
"4191","848.03","2437.02","french","492813","pif","L1 Spanish bilingual","p","i"
"4192","416.93","1598.61","french","492813","faf","L1 Spanish bilingual","f","schwa"
"4193","422.88","1242.38","french","492813","fof","L1 Spanish bilingual","f","o"
"4194","162.92","1678.68","french","492813","fof","L1 Spanish bilingual","f","o"
"4195","285.1","1858.81","french","492813","faf","L1 Spanish bilingual","f","schwa"
"4196","328.43","1540.68","french","492813","fof","L1 Spanish bilingual","f","o"
"4197","328.08","1895.46","french","492813","faf","L1 Spanish bilingual","f","schwa"
"4198","607.29","2274.82","french","492813","fuf","L1 Spanish bilingual","f","u"
"4199","312.56","2482.77","french","492813","fif","L1 Spanish bilingual","f","i"
"4200","611.46","2582.14","french","492813","pif","L1 Spanish bilingual","p","i"
"4201","940.43","2389.57","english","492813","peef","L1 Spanish bilingual","p","i"
"4202","348.26","1225.45","english","492813","poof","L1 Spanish bilingual","p","u"
"4203","326.24","1261.82","english","492813","fuff","L1 Spanish bilingual","f","schwa"
"4204","446.31","1787.96","english","492813","puff","L1 Spanish bilingual","p","schwa"
"4205","686.68","2354.72","english","492813","feef","L1 Spanish bilingual","f","i"
"4206","407.95","2067.47","english","492813","poof","L1 Spanish bilingual","p","u"
"4207","734.15","2192.51","english","492813","fuff","L1 Spanish bilingual","f","schwa"
"4208","596.38","2274.24","english","492813","foof","L1 Spanish bilingual","f","u"
"4209","1065.44","2417.55","english","492813","feef","L1 Spanish bilingual","f","i"
"4210","719.24","2091.64","english","492813","foof","L1 Spanish bilingual","f","u"
"4211","428.5","2204.33","english","492813","poof","L1 Spanish bilingual","p","u"
"4212","382.28","2171.88","english","492813","puff","L1 Spanish bilingual","p","schwa"
"4213","206.1","1969.23","english","492813","peef","L1 Spanish bilingual","p","i"
"4214","643.76","2521.2","english","492813","foff","L1 Spanish bilingual","f","o"
"4215","309.24","1363.97","english","492813","foof","L1 Spanish bilingual","f","u"
"4216","559.31","2442.99","english","492813","peef","L1 Spanish bilingual","p","i"
"4217","332.61","1491.78","english","492813","puff","L1 Spanish bilingual","p","schwa"
"4218","494.83","2365.6","english","492813","poff","L1 Spanish bilingual","p","o"
"4219","568.38","2068.04","english","492813","foff","L1 Spanish bilingual","f","o"
"4220","233.02","2273.8","english","492813","feef","L1 Spanish bilingual","f","i"
"4221","493.16","932.64","english","492813","poff","L1 Spanish bilingual","p","o"
"4222","389.62","1152.15","english","492813","foff","L1 Spanish bilingual","f","o"
"4223","575.9","1127.71","english","492813","poff","L1 Spanish bilingual","p","o"
"4224","355.6","2034.59","english","492813","fuff","L1 Spanish bilingual","f","schwa"
"4225","859.18","2288.9","spanish","492813","pif","L1 Spanish bilingual","p","i"
"4226","763.83","1975.51","spanish","492813","paf","L1 Spanish bilingual","p","a"
"4227","620.32","1902.38","spanish","492813","fof","L1 Spanish bilingual","f","o"
"4228","683.26","1134.02","spanish","492813","paf","L1 Spanish bilingual","p","a"
"4229","302.96","2014.93","spanish","492813","fif","L1 Spanish bilingual","f","i"
"4230","523.86","2072.33","spanish","492813","fof","L1 Spanish bilingual","f","o"
"4231","588.03","997.43","spanish","492813","pof","L1 Spanish bilingual","p","o"
"4232","699.43","2155.44","spanish","492813","faf","L1 Spanish bilingual","f","a"
"4233","301.32","841.24","spanish","492813","puf","L1 Spanish bilingual","p","u"
"4234","346.32","861.48","spanish","492813","fuf","L1 Spanish bilingual","f","u"
"4235","679.37","1441.82","spanish","492813","faf","L1 Spanish bilingual","f","a"
"4236","951.43","2415.66","spanish","492813","pif","L1 Spanish bilingual","p","i"
"4237","773.03","1147.89","spanish","492813","paf","L1 Spanish bilingual","p","a"
"4238","509.48","1296.83","spanish","492813","pof","L1 Spanish bilingual","p","o"
"4239","942.55","2303.2","spanish","492813","fif","L1 Spanish bilingual","f","i"
"4240","364.48","1019.89","spanish","492813","fuf","L1 Spanish bilingual","f","u"
"4241","344.57","1530.29","spanish","492813","puf","L1 Spanish bilingual","p","u"
