"","X","f1e","f2e","language","participant","text","group","consonant","phoneme","prolific_id","l2_ao","l2_aoa","l2_prof_production","l2_prof_perception"
"213",213,711.65,1307.24,"english",509322,"fuff","L1 English monolingual","f","schwa","615b613de1aeca77a48c4125",NA,NA,NA,NA
"214",214,392.44,1286.94,"english",509322,"foof","L1 English monolingual","f","u","615b613de1aeca77a48c4125",NA,NA,NA,NA
"215",215,718.65,1080.85,"english",509322,"foff","L1 English monolingual","f","o","615b613de1aeca77a48c4125",NA,NA,NA,NA
"216",216,786.7,1425.17,"German",509331,"faf","L1 English monolingual","f","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"217",217,794.83,1280.51,"German",509331,"paf","L1 English monolingual","p","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"218",218,792.8,1390.92,"German",509331,"paf","L1 English monolingual","p","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"219",219,762.49,1418.18,"German",509331,"faf","L1 English monolingual","f","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"220",220,394.41,1730.75,"German",509331,"puf","L1 English monolingual","p","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"221",221,553.24,901.87,"German",509331,"pof","L1 English monolingual","p","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"222",222,1223.89,2600.33,"German",509331,"pif","L1 English monolingual","p","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"223",223,477.47,1523.19,"German",509331,"fuf","L1 English monolingual","f","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"224",224,536.56,896.85,"German",509331,"pof","L1 English monolingual","p","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"225",225,479.02,1275.15,"German",509331,"puf","L1 English monolingual","p","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"226",226,395.26,856.51,"German",509331,"fof","L1 English monolingual","f","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"227",227,888.35,2540.9,"German",509331,"pif","L1 English monolingual","p","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"228",228,466.55,2416.5,"German",509331,"fif","L1 English monolingual","f","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"229",229,469.9,1271.18,"German",509331,"fuf","L1 English monolingual","f","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"230",230,731.2,1507.36,"German",509331,"faf","L1 English monolingual","f","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"231",231,345.03,2537.51,"German",509331,"pif","L1 English monolingual","p","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"232",232,496.09,828.33,"German",509331,"pof","L1 English monolingual","p","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"233",233,439.93,817.34,"German",509331,"fof","L1 English monolingual","f","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"234",234,880.53,1391.54,"German",509331,"paf","L1 English monolingual","p","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"235",235,449.93,2579.41,"German",509331,"fif","L1 English monolingual","f","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"236",236,548.95,825.49,"German",509331,"fof","L1 English monolingual","f","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"237",237,760.86,2756.9,"German",509331,"fif","L1 English monolingual","f","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"238",238,375.07,1738.42,"German",509331,"fuf","L1 English monolingual","f","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"239",239,380.56,1418.1,"German",509331,"puf","L1 English monolingual","p","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"240",240,549.09,1403.05,"french",509331,"pof","L1 English monolingual","p","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"241",241,639.1,1601.51,"french",509331,"paf","L1 English monolingual","p","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"242",242,406.15,2329.58,"french",509331,"fif","L1 English monolingual","f","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"243",243,748.72,2531.65,"french",509331,"pif","L1 English monolingual","p","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"244",244,402.92,2609.88,"french",509331,"fif","L1 English monolingual","f","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"245",245,359.51,2086.01,"french",509331,"puf","L1 English monolingual","p","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"246",246,664.05,1750.42,"french",509331,"paf","L1 English monolingual","p","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"247",247,397.02,2368.03,"french",509331,"fif","L1 English monolingual","f","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"248",248,623.1,1586.12,"french",509331,"faf","L1 English monolingual","f","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"249",249,642.45,1667.29,"french",509331,"faf","L1 English monolingual","f","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"250",250,613.13,1327.99,"french",509331,"fof","L1 English monolingual","f","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"251",251,551.21,1284.93,"french",509331,"fof","L1 English monolingual","f","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"252",252,567.46,1320.23,"french",509331,"pof","L1 English monolingual","p","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"253",253,564.8,1263.88,"french",509331,"pof","L1 English monolingual","p","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"254",254,379.98,1780.86,"french",509331,"puf","L1 English monolingual","p","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"255",255,706.66,1743.71,"french",509331,"paf","L1 English monolingual","p","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"256",256,420.58,1712.46,"french",509331,"fuf","L1 English monolingual","f","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"257",257,425.99,1509.74,"french",509331,"fuf","L1 English monolingual","f","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"258",258,795.66,2049.21,"french",509331,"faf","L1 English monolingual","f","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"259",259,461.8,1812.4,"french",509331,"fuf","L1 English monolingual","f","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"260",260,696.9,2640.31,"french",509331,"pif","L1 English monolingual","p","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"261",261,732.23,2640.14,"french",509331,"pif","L1 English monolingual","p","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"262",262,499.74,1221.63,"french",509331,"fof","L1 English monolingual","f","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"263",263,384.24,1887.04,"french",509331,"puf","L1 English monolingual","p","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"264",264,350.95,2617.04,"english",509331,"feef","L1 English monolingual","f","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"265",265,778.18,1074.35,"english",509331,"foff","L1 English monolingual","f","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"266",266,421.76,1046.09,"english",509331,"foof","L1 English monolingual","f","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"267",267,775.84,1341.87,"english",509331,"puff","L1 English monolingual","p","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"268",268,460.52,1234.4,"english",509331,"poof","L1 English monolingual","p","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"269",269,655.48,2588.1,"english",509331,"feef","L1 English monolingual","f","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"270",270,790.52,1252.96,"english",509331,"foff","L1 English monolingual","f","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"271",271,478.83,1309.89,"english",509331,"foof","L1 English monolingual","f","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"272",272,430.56,2424.84,"english",509331,"peef","L1 English monolingual","p","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"273",273,761.86,1186.29,"english",509331,"poff","L1 English monolingual","p","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"274",274,773,1342.13,"english",509331,"puff","L1 English monolingual","p","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"275",275,744.61,1361.41,"english",509331,"fuff","L1 English monolingual","f","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"276",276,790.62,1243.98,"english",509331,"poff","L1 English monolingual","p","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"277",277,376.49,2549,"english",509331,"peef","L1 English monolingual","p","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"278",278,440.33,2684.02,"english",509331,"feef","L1 English monolingual","f","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"279",279,738.83,1301.59,"english",509331,"fuff","L1 English monolingual","f","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"280",280,727.07,1303.09,"english",509331,"fuff","L1 English monolingual","f","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"281",281,464.96,2556.02,"english",509331,"peef","L1 English monolingual","p","i","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"282",282,412.53,1133.3,"english",509331,"poof","L1 English monolingual","p","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"283",283,750.14,1125.57,"english",509331,"foff","L1 English monolingual","f","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"284",284,492.17,1016.42,"english",509331,"foof","L1 English monolingual","f","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"285",285,746.69,1361.33,"english",509331,"puff","L1 English monolingual","p","schwa","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"286",286,650.46,877.17,"english",509331,"poff","L1 English monolingual","p","o","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"287",287,497.1,1274.72,"english",509331,"poof","L1 English monolingual","p","u","610ed1ac68f6c344f9a8b17d",NA,NA,NA,NA
"288",288,419.4,1810.57,"German",509341,"puf","L1 English monolingual","p","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"289",289,441.57,922.99,"German",509341,"pof","L1 English monolingual","p","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"290",290,670.39,1269.88,"German",509341,"paf","L1 English monolingual","p","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"291",291,873.13,1488.39,"German",509341,"faf","L1 English monolingual","f","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"292",292,706.67,2631.7,"German",509341,"fif","L1 English monolingual","f","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"293",293,369.33,2598.5,"German",509341,"pif","L1 English monolingual","p","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"294",294,771.55,1443.23,"German",509341,"faf","L1 English monolingual","f","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"295",295,394.53,2395.17,"German",509341,"fif","L1 English monolingual","f","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"296",296,740.9,1427.91,"German",509341,"paf","L1 English monolingual","p","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"297",297,769.81,1449.1,"German",509341,"paf","L1 English monolingual","p","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"298",298,433.61,1120.16,"German",509341,"fof","L1 English monolingual","f","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"299",299,416.89,2593.18,"German",509341,"fif","L1 English monolingual","f","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"300",300,399.66,2679.07,"German",509341,"pif","L1 English monolingual","p","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"301",301,730.34,1340.84,"German",509341,"faf","L1 English monolingual","f","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"302",302,444.02,1764.41,"German",509341,"puf","L1 English monolingual","p","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"303",303,483.69,1426.09,"German",509341,"fof","L1 English monolingual","f","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"304",304,457,1114.95,"German",509341,"fof","L1 English monolingual","f","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"305",305,432.54,1898.27,"German",509341,"fuf","L1 English monolingual","f","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"306",306,419.95,1699.69,"German",509341,"puf","L1 English monolingual","p","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"307",307,397.31,2533.08,"German",509341,"pif","L1 English monolingual","p","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"308",308,434.95,1845.62,"German",509341,"fuf","L1 English monolingual","f","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"309",309,472.8,1055.12,"German",509341,"pof","L1 English monolingual","p","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"310",310,494.4,1211.46,"German",509341,"pof","L1 English monolingual","p","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"311",311,390.44,1908.57,"German",509341,"fuf","L1 English monolingual","f","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"312",312,637.03,1686.2,"french",509341,"faf","L1 English monolingual","f","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"313",313,473.17,2480.08,"french",509341,"fif","L1 English monolingual","f","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"314",314,588.63,1350.74,"french",509341,"fof","L1 English monolingual","f","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"315",315,471.34,1844.29,"french",509341,"pif","L1 English monolingual","p","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"316",316,474.98,1660.79,"french",509341,"fuf","L1 English monolingual","f","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"317",317,557.62,1368.3,"french",509341,"pof","L1 English monolingual","p","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"318",318,485.62,1594.54,"french",509341,"fuf","L1 English monolingual","f","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"319",319,567.65,1350.83,"french",509341,"fof","L1 English monolingual","f","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"320",320,601.14,1763.11,"french",509341,"faf","L1 English monolingual","f","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"321",321,401.33,2609.46,"french",509341,"pif","L1 English monolingual","p","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"322",322,669.61,1735.19,"french",509341,"paf","L1 English monolingual","p","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"323",323,506.33,2453.64,"french",509341,"fif","L1 English monolingual","f","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"324",324,613.6,1318.54,"french",509341,"fof","L1 English monolingual","f","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"325",325,572.73,1663.39,"french",509341,"paf","L1 English monolingual","p","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"326",326,455.97,1833.95,"french",509341,"fuf","L1 English monolingual","f","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"327",327,436.36,2551.42,"french",509341,"fif","L1 English monolingual","f","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"328",328,447.61,1756.82,"french",509341,"puf","L1 English monolingual","p","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"329",329,465.66,1793.7,"french",509341,"puf","L1 English monolingual","p","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"330",330,656.53,1531.01,"french",509341,"faf","L1 English monolingual","f","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"331",331,595.57,1376.33,"french",509341,"pof","L1 English monolingual","p","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"332",332,585.64,1725.69,"french",509341,"paf","L1 English monolingual","p","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"333",333,432.61,2557.88,"french",509341,"pif","L1 English monolingual","p","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"334",334,564.05,1273.43,"french",509341,"pof","L1 English monolingual","p","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"335",335,425.14,1866.6,"french",509341,"puf","L1 English monolingual","p","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"336",336,410.98,2431.51,"english",509341,"feef","L1 English monolingual","f","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"337",337,474.88,1354.06,"english",509341,"poof","L1 English monolingual","p","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"338",338,741.34,1248.65,"english",509341,"poff","L1 English monolingual","p","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"339",339,458.87,1335.26,"english",509341,"poof","L1 English monolingual","p","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"340",340,449.13,1431.56,"english",509341,"foof","L1 English monolingual","f","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"341",341,866.21,1595.41,"english",509341,"fuff","L1 English monolingual","f","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"342",342,473.22,1246.93,"english",509341,"foof","L1 English monolingual","f","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"343",343,433.74,2473.99,"english",509341,"peef","L1 English monolingual","p","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"344",344,712.22,1196.9,"english",509341,"foff","L1 English monolingual","f","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"345",345,440.35,2458.23,"english",509341,"feef","L1 English monolingual","f","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"346",346,764.69,2589.98,"english",509341,"peef","L1 English monolingual","p","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"347",347,443.37,1302.81,"english",509341,"foof","L1 English monolingual","f","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"348",348,686.65,1182.11,"english",509341,"foff","L1 English monolingual","f","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"349",349,684.29,1291.35,"english",509341,"fuff","L1 English monolingual","f","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"350",350,696.52,1204.81,"english",509341,"foff","L1 English monolingual","f","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"351",351,410.93,2553.03,"english",509341,"peef","L1 English monolingual","p","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"352",352,697.03,1160.98,"english",509341,"poff","L1 English monolingual","p","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"353",353,478.46,1404.64,"english",509341,"poof","L1 English monolingual","p","u","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"354",354,751.38,1389.13,"english",509341,"puff","L1 English monolingual","p","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"355",355,733.91,1396.43,"english",509341,"fuff","L1 English monolingual","f","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"356",356,763.53,1354.37,"english",509341,"puff","L1 English monolingual","p","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"357",357,421.37,2383.16,"english",509341,"feef","L1 English monolingual","f","i","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"358",358,625.49,1135.95,"english",509341,"poff","L1 English monolingual","p","o","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"359",359,662.13,1362,"english",509341,"puff","L1 English monolingual","p","schwa","5f27787109aca24c18d1f6e8",NA,NA,NA,NA
"360",360,884.71,1509.79,"German",509344,"paf","L1 English monolingual","p","schwa","5d810f6e58a1e20001287382",NA,NA,NA,NA
"361",361,547.47,1242.6,"German",509344,"pof","L1 English monolingual","p","o","5d810f6e58a1e20001287382",NA,NA,NA,NA
"362",362,489.34,1953.2,"German",509344,"puf","L1 English monolingual","p","u","5d810f6e58a1e20001287382",NA,NA,NA,NA
"363",363,913.38,1672.34,"German",509344,"paf","L1 English monolingual","p","schwa","5d810f6e58a1e20001287382",NA,NA,NA,NA
"364",364,549.95,1977.72,"German",509344,"puf","L1 English monolingual","p","u","5d810f6e58a1e20001287382",NA,NA,NA,NA
"365",365,881.32,1602.64,"German",509344,"faf","L1 English monolingual","f","schwa","5d810f6e58a1e20001287382",NA,NA,NA,NA
"366",366,462.63,1227.92,"German",509344,"pof","L1 English monolingual","p","o","5d810f6e58a1e20001287382",NA,NA,NA,NA
"367",367,617.09,1379.37,"German",509344,"pof","L1 English monolingual","p","o","5d810f6e58a1e20001287382",NA,NA,NA,NA
"368",368,958.12,1449.6,"German",509344,"paf","L1 English monolingual","p","schwa","5d810f6e58a1e20001287382",NA,NA,NA,NA
"369",369,561.09,2084.8,"German",509344,"fuf","L1 English monolingual","f","u","5d810f6e58a1e20001287382",NA,NA,NA,NA
"370",370,365.86,2865.22,"German",509344,"pif","L1 English monolingual","p","i","5d810f6e58a1e20001287382",NA,NA,NA,NA
"371",371,414.72,2357.3,"German",509344,"pif","L1 English monolingual","p","i","5d810f6e58a1e20001287382",NA,NA,NA,NA
"372",372,399.76,2431.54,"German",509344,"fif","L1 English monolingual","f","i","5d810f6e58a1e20001287382",NA,NA,NA,NA
"373",373,769.95,1356.21,"German",509344,"faf","L1 English monolingual","f","schwa","5d810f6e58a1e20001287382",NA,NA,NA,NA
"374",374,490.49,1388.68,"German",509344,"fof","L1 English monolingual","f","o","5d810f6e58a1e20001287382",NA,NA,NA,NA
"375",375,788.74,1299.76,"German",509344,"faf","L1 English monolingual","f","schwa","5d810f6e58a1e20001287382",NA,NA,NA,NA
