Timestamp,Nombre,Apellidos,Edad,Género,Lugar de residencia actual: ciudad,País,Nivel más alto de formación académica completada,¿A qué edad empezó a aprender ESPAÑOL?,¿A qué edad empezó a aprender INGLÉS?,¿A qué edad empezó a sentirse cómodo usando ESPAÑOL?    ,¿A qué edad empezó a sentirse cómodo usando INGLÉS?    ,"¿Cuántos años de clases (gramática, historia, matemáticas, etc.) ha tenido en ESPAÑOL?","¿Cuántos años de clases (gramática, historia, matemáticas, etc.) ha tenido en INGLÉS?",¿Cuántos años ha pasado en un país/región donde se habla ESPAÑOL? ,¿Cuántos años ha pasado en un país/región donde se habla INGLÉS? ,¿Cuántos años ha pasado en familia hablando ESPAÑOL?     ,¿Cuántos años ha pasado en familia hablando INGLÉS?   ,¿Cuántos años ha pasado en un ambiente de trabajo donde se habla ESPAÑOL?     ,¿Cuántos años ha pasado en un ambiente de trabajo donde se habla INGLÉS?         ,"En una semana normal, ¿qué porcentaje del tiempo usa ESPAÑOL con sus amigos?","En una semana normal, ¿qué porcentaje del tiempo usa INGLÉS con sus amigos?","En una semana normal, ¿qué porcentaje del tiempo usa OTRAS LENGUAS con sus amigos?","En una semana normal, ¿qué porcentaje del tiempo usa ESPAÑOL con su familia?","En una semana normal, ¿qué porcentaje del tiempo usa INGLÉS con su familia?","En una semana normal, ¿qué porcentaje del tiempo usa OTRAS LENGUAS con su familia?","En una semana normal, ¿qué porcentaje del tiempo usa ESPAÑOL en la escuela/el trabajo? ","En una semana normal, ¿qué porcentaje del tiempo usa INGLÉS en la escuela/el trabajo? ","En una semana normal, ¿qué porcentaje del tiempo usa OTRAS LENGUAS en la escuela/el trabajo? ","Cuando se habla a usted mismo, ¿con qué frecuencia se habla a sí mismo en ESPAÑOL?","Cuando se habla a usted mismo, ¿con qué frecuencia se habla a sí mismo en INGLÉS?","Cuando se habla a usted mismo, ¿con qué frecuencia se habla a sí mismo en OTRAS LENGUAS?","Cuando hace cálculos contando, ¿con qué frecuencia cuenta en ESPAÑOL? ","Cuando hace cálculos contando, ¿con qué frecuencia cuenta en INGLÉS?","Cuando hace cálculos contando, ¿con qué frecuencia cuenta en OTRAS LENGUAS?",¿Cómo habla  en ESPAÑOL? ,¿Cómo habla  en INGLÉS? ,¿Cómo entiende  en ESPAÑOL?       ,¿Cómo entiende en INGLÉS?       ,¿Cómo lee en ESPAÑOL? ,¿Cómo lee en INGLÉS? ,¿Cómo escribe en  ESPAÑOL?,¿Cómo escribe en  INGLÉS?,Me siento “yo mismo” cuando hablo en ESPAÑOL.   ,Me siento “yo mismo” cuando hablo en INGLÉS.,Me identifico con una cultura HISPANOHABLANTE,Me identifico con una cultura ANGLOHABLANTE,Es importante para mi usar (o llegar a usar) ESPAÑOL como un hablante nativo.,Es importante para mi usar (o llegar a usar) INGLÉS como un hablante nativo.,Quiero que los demás piensen que soy un hablante nativo de ESPAÑOL,Quiero que los demás piensen que soy un hablante nativo de INGLÉS.,"¿Aparte del inglés y el español, hablas una tercera lengua?",Prolific ID
3/17/2022 14:42:38,,,28,M,Tequisquiapan,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,8,Tan pronto como recuerdo.,16,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,6,6,6,5,,,,,,,,,no,
3/17/2022 14:42:41,,,24,M,Aguascalientes,Mexico,Un poco de universidad,Desde el nacimiento,6,3,16,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,4,6,5,,,,,,,,,no,
3/17/2022 14:42:42,,,21,F,Xalapa,México,Un poco de universidad,Desde el nacimiento,12,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,5,6,5,6,4,,,,,,,,,no,
3/17/2022 14:43:01,,,34,M,Cancun,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,7,5,8,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,5,6,6,,,,,,,,,no,
3/17/2022 14:43:04,,,20,F,Guadalajara,Mexico ,Un poco de universidad,Desde el nacimiento,8,Tan pronto como recuerdo.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,3,6,5,6,3,,,,,,,,,no,
3/17/2022 14:43:09,,,22,F,"San Luis Potosí, S.L.P",México,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,16,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,4,6,6,6,4,,,,,,,,,no,
3/17/2022 14:43:47,,,25,F,"León, Gto.",México,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,6,,,,,,,,,sí,
3/17/2022 14:43:51,,,27,F,"Empalme, sonora",mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,8,2,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,,,,,,,,no,
3/17/2022 14:44:00,,,34,M,Cancun,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,7,5,8,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,5,6,6,,,,,,,,,no,
3/17/2022 14:44:18,,,24,F,San Luis Potosí,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,16,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,3,6,3,,,,,,,,,no,
3/17/2022 14:44:50,,,22,F,Nogales,Mexico,Un poco de universidad,Desde el nacimiento,5,Tan pronto como recuerdo.,Tan pronto como recuerdo.,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,5,,,,,,,,,no,
3/17/2022 14:49:01,,,25,M,Huamantla ,México ,Universidad (diplomatura/licenciatura),Desde el nacimiento,12,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,5,6,4,6,3,,,,,,,,,no,
3/17/2022 14:49:09,,,30,M,Monterrey,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,8,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,6,6,4,,,,,,,,,no,
3/17/2022 14:53:44,,,40,M,Puebla,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,5,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,6,6,6,5,6,,,,,,,,,no,
3/17/2022 14:56:26,,,28,M,Ciudad de Mexico,Mexico,Escuela secundaria,Desde el nacimiento,7,1,12,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,6,4,6,5,6,,,,,,,,,no,
3/17/2022 15:10:23,,,20,F,tampico,mexico,Un poco de universidad,2,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,6,,,,,,,,,no,
3/17/2022 15:13:46,,,24,F,Morelia,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,,,,,,,,no,
3/17/2022 15:16:57,,,22,F,Ciudad de méxico,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,4,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,3,,,,,,,,,no,
3/17/2022 15:47:59,,,22,F,Culiacán,México,Un poco de universidad,Desde el nacimiento,12,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,5,,,,,,,,,no,61676f1a2848847e886d00c5
3/17/2022 15:48:28,,,47,F,México,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,10,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,,,,,,,,no,6021916ac65df51a8532b8ed
3/17/2022 15:48:54,,,24,M,Ciudad de Mexico,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,4,,,,,,,,,no,613a82fb8586386f1324e52a
3/17/2022 15:49:04,,,23,F,Puebla,Mexico,Un poco de universidad,Desde el nacimiento,7,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,4,,,,,,,,,no,61390220e2050f8b8bf41f27
3/17/2022 15:49:30,,,26,M,Ciudad de México,México,Máster,Desde el nacimiento,3,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,,,,,,,,no,60b805f47d6292141781c36e
3/17/2022 15:49:31,,,23,M,torreon,México ,Universidad (diplomatura/licenciatura),Desde el nacimiento,4,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,6,5,5,5,5,,,,,,,,,no,613a4fe3a0971a14d7c0c8ab
3/17/2022 15:49:45,,,20,M,Cd. Madero,Mexico,Un poco de universidad,Desde el nacimiento,7,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,5,,,,,,,,,no,6144e07daad38d78db932d30
3/17/2022 15:49:56,,,21,M,Monterrey,Mexico,Un poco de universidad,Desde el nacimiento,6,6,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,4,6,4,,,,,,,,,no,5eecf71ff9be240d72d2dddf
3/17/2022 15:49:56,,,22,F,Mérida ,México ,Universidad (diplomatura/licenciatura),Desde el nacimiento,4,Tan pronto como recuerdo.,Tan pronto como recuerdo.,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,613aa43181ce9b3a52924e8f
3/17/2022 15:50:08,,,20,F,tampico,mexico,Un poco de universidad,2,5,4,8,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,,,,,,,,no,60f4ada8ac902f28300ab7e0
3/17/2022 15:50:12,,,20,F,Monterrey,México,Un poco de universidad,Desde el nacimiento,5,Tan pronto como recuerdo.,Tan pronto como recuerdo.,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,5,,,,,,,,,no,6142883565f2f12724b5e613
3/17/2022 15:50:46,,,24,F,guadalajara,mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,16,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,5,4,,,,,,,,,no,61592063ab7696af5c9d4cb1
3/17/2022 15:51:06,,,28,F,Estado de México,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,4,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,4,,,,,,,,,no,5f3cc983e81de700092fa67e
3/17/2022 15:51:11,,,22,F,Tepic,México,Un poco de universidad,Desde el nacimiento,10,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,5,5,5,3,,,,,,,,,no,601584d717cbb906851646b7
3/17/2022 15:51:45,,,21,M,Ciudad de México,México,Un poco de universidad,Desde el nacimiento,8,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,no,613b8c9719c838f7c5e7297c
3/17/2022 15:52:04,,,22,F,hermosillo,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,13,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,5,6,5,,,,,,,,,no,613e47b64838fce3c50627e2
3/17/2022 15:52:13,,,22,F,Puebla,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,3,Tan pronto como recuerdo.,10,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,615b4d67bd21e66571f5581b
3/17/2022 15:52:30,,,24,F,San Luis Potosí,México,Un poco de universidad,Desde el nacimiento,9,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,4,,,,,,,,,no,6145448f8b3cd18fb19f0b0e
3/17/2022 15:52:40,,,25,M,Tultitlan,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,10,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,5,4,5,,,,,,,,,no,613abdfce6575a7bc72a6b85
3/17/2022 15:52:46,,,22,F,monterrey,mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,4,Tan pronto como recuerdo.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,,,,,,,,sí,613cdc44e90da78d34e36cf9
3/17/2022 15:53:01,,,22,M,Guadalajara,Mexico,Un poco de universidad,Desde el nacimiento,9,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,4,,,,,,,,,no,613a886056265d62028d15d2
3/17/2022 15:53:23,,,24,F,Puebla,México,Un poco de universidad,Desde el nacimiento,15,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,6,6,5,,,,,,,,,no,613a3379edee9c64f31e9b23
3/17/2022 15:53:25,,,22,F,Puebla,México,Un poco de universidad,Desde el nacimiento,6,Tan pronto como recuerdo.,19,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,5,,,,,,,,,no,5f5065d2fd3fc11d40575ce7
3/17/2022 15:53:26,,,18,M,Puebla,Mexico,Un poco de universidad,Desde el nacimiento,4,Tan pronto como recuerdo.,8,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,4,6,6,6,6,,,,,,,,,sí,615b97a3da8c221caa766b0d
3/17/2022 15:53:32,,,28,M,Hermosillo,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,4,,,,,,,,,no,6142102f6c590438c4704e3f
3/17/2022 15:53:33,,,24,M,Pachuca,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,9,4,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,3,,,,,,,,,no,613e7b7625623671947312c1
3/17/2022 15:53:38,,,28,F,Tijuana,Mexico,Un poco de universidad,Desde el nacimiento,3,Tan pronto como recuerdo.,7,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,,,,,,,,,no,61135eb097c6eb84381896ac
3/17/2022 15:53:41,,,30,F,Ciudad de México ,México ,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,5,,,,,,,,,no,611023befc2052d878c7f50c
3/17/2022 15:53:49,,,25,M,Zapopan,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,8,Tan pronto como recuerdo.,18,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,5,6,4,,,,,,,,,no,613b78e2750f5b572f00151a
3/17/2022 15:53:51,,,19,M,Monterrey ,México,Un poco de universidad,Desde el nacimiento,6,8,15,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,6,6,6,6,,,,,,,,,sí,6153cd6d2d8ea888dc6248a3
3/17/2022 15:54:00,,,45,F,CDMX,Mexico,Máster,Desde el nacimiento,12,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,5,,,,,,,,,sí,5c73477642a5070001a2f940
3/17/2022 15:54:03,,,19,F,San Cristóbal de las Casas,México ,Un poco de universidad,Desde el nacimiento,10,5,13,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,6147e59cb48beb204aef2732
3/17/2022 15:54:06,,,26,M,Ciudad de México,México,Un poco de escuela graduada,Desde el nacimiento,10,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,6,6,5,,,,,,,,,no,5ab33d98580b990001730708
3/17/2022 15:54:12,,,19,M,Ciudad de México,México,Un poco de universidad,Desde el nacimiento,7,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,5,3,,,,,,,,,no,6125cdf4d30d304d61650e6e
3/17/2022 15:54:12,,,22,M,Altamira,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,2,Tan pronto como recuerdo.,Tan pronto como recuerdo.,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,4,,,,,,,,,no,60b3db45abbe2124a40638b8
3/17/2022 15:54:48,,,31,M,Monterrey,México,Máster,Desde el nacimiento,11,Tan pronto como recuerdo.,16,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,5,,,,,,,,,no,6170415761bdcffcdda9c970
3/17/2022 15:54:50,,,18,F,Puebla,Mexico,Un poco de universidad,Desde el nacimiento,4,Tan pronto como recuerdo.,8,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,4,6,6,6,6,,,,,,,,,sí,615b97a3da8c221caa766b0d
3/17/2022 15:54:55,,,24,M,Torreón Coahuila,México,Un poco de universidad,Desde el nacimiento,15,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,3,,,,,,,,,no,614413848bec31a0e770cc25
3/17/2022 15:54:57,,,41,F,Monterrey,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,12,Aún no me siento cómodo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,4,,,,,,,,,no,613af18151be953036664b9a
3/17/2022 15:55:04,,,26,F,Veracruz,México,Universidad (diplomatura/licenciatura),2,13,6,18,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,4,5,4,5,3,,,,,,,,,no,613a9a79a177842985a94263
3/17/2022 15:55:04,,,22,F,Ciudad de México,México,Un poco de universidad,Desde el nacimiento,6,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,4,6,4,5,3,,,,,,,,,no,5ea7879b3fe336166da4a3f4
3/17/2022 15:55:05,,,23,F,MEXICO,MEXICO,Un poco de universidad,Desde el nacimiento,5,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,4,,,,,,,,,no,613a59b4554295dbdaa5dc24
3/17/2022 15:55:09,,,24,F,Guadalajara,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,9,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,,,,,,,,sí,613ab852250569021f9f7a04
3/17/2022 15:55:09,,,24,M,Monterrey,México,Un poco de universidad,Desde el nacimiento,12,Tan pronto como recuerdo.,16,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,5,5,,,,,,,,,no,614215e5a85111f66a9abbfc
3/17/2022 15:55:20,,,20,F,Monterrey,México,Escuela secundaria,Desde el nacimiento,5,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,5,6,5,,,,,,,,,no,608886445a92c991daa8f03f
3/17/2022 15:55:22,,,47,F,Torreon,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,,,,,,,,no,6032a88a2b8e882a37cc2766
3/17/2022 15:55:25,,,27,F,Monterrey ,México ,Universidad (diplomatura/licenciatura),Desde el nacimiento,3,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,6,6,6,5,4,,,,,,,,,no,613a48f02d1d91d0ec28fb18
3/17/2022 15:55:31,,,20,M,Monterrey,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,4,Tan pronto como recuerdo.,6,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,4,6,5,,,,,,,,,no,613bcc7803e6e071da0b7b3f
3/17/2022 15:55:37,,,24,M,Queretaro,Mexico,Un poco de universidad,1,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,5,5,5,,,,,,,,,no,5bd764370aac450001f94690
3/17/2022 15:55:39,,,24,M,Yucatán,México,Un poco de universidad,Desde el nacimiento,6,3,7,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,3,,,,,,,,,no,614a6c398ca700d6d8d520d8
3/17/2022 15:55:40,,,20,M,Nezahualcoyotl,Mexico,Un poco de universidad,Desde el nacimiento,14,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,5,1,6,4,6,6,6,3,,,,,,,,,no,60183e25b4423c05ee0ee791
3/17/2022 15:55:49,,,21,M,Ciudad de México,México,Un poco de universidad,Desde el nacimiento,12,Tan pronto como recuerdo.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,,,,,,,,no,606900a2db10bfa6260b0e8c
3/17/2022 15:55:59,,,21,M,Monterrey,México,Un poco de universidad,Desde el nacimiento,7,9,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,5,6,4,,,,,,,,,no,614b6c8bab9d9b85f4522715
3/17/2022 15:56:13,,,24,F,Ciudad de México,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,4,Tan pronto como recuerdo.,10,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,6156017fbad0983c816fbd7c
3/17/2022 15:56:16,,,28,M,Actopan,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,12,6,20+,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,6,5,5,4,,,,,,,,,no,5f5d6c3cbacc025bf0a03440
3/17/2022 15:56:20,,,24 años,M,Ciudad de México,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,8,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,5,2,6,3,6,4,6,2,,,,,,,,,no,613ac3cd81c020346bb02434
3/17/2022 15:56:37,,,26,F,Tehuacan Puebla,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,9,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,3,,,,,,,,,no,613a68a9f9bc0d833831eff0
3/17/2022 15:56:43,,,55,F,Morelia,Mexico,Escuela secundaria,3,14,6,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,5,,,,,,,,,no,5c05922f4e1b7b00016af702
3/17/2022 15:57:00,,,23,F,Chihuahua,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,7,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,4,6,5,,,,,,,,,no,616ed97200b22fa9725353b3
3/17/2022 15:57:02,,,21,F,Toluca,México,Un poco de universidad,Desde el nacimiento,,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,3,5,3,,,,,,,,,no,5f2dcc3d77605910679e8959
3/17/2022 15:57:04,,,27,F,Ciudad de México,México,Universidad (diplomatura/licenciatura),1,8,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,6,,,,,,,,,no,61400425790ab5dbef568393
3/17/2022 15:57:08,,,22,M,CDMX,MÉXICO,Un poco de universidad,Desde el nacimiento,3,5,12,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,,,,,,,,sí,614524d773b290ab9eccd15a
3/17/2022 15:57:08,,,26,M,Torreon,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,Tan pronto como recuerdo.,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,61528de53fd869850a876fa4
3/17/2022 15:57:14,,,24,F,Culiacan,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,6,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,5,6,4,6,2,,,,,,,,,no,613a4182d75ec66fcd3292e9
3/17/2022 15:57:15,,,36,M,Guadalajara,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,8,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,4,,,,,,,,,no,6151cfe3ba49dd3ad62708ee
3/17/2022 15:57:22,,,22,F,Pachuca, México,Un poco de universidad,2,3,6,10,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,5,5,5,4,,,,,,,,,sí,613a802b5c0b64bb69295ff3
3/17/2022 15:57:37,,,22,M,Ciudad de Mexico,Mexico,Un poco de universidad,Desde el nacimiento,7,Tan pronto como recuerdo.,14,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,,,,,,,,no,5bfb724acad1240001e8f657
3/17/2022 15:57:39,,,23,F,Tampico,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,10,Tan pronto como recuerdo.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,6,5,5,,,,,,,,,no,5fad55bc57e5f004b095ca80
3/17/2022 15:57:40,,,26,M,puebla,mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,12,12,17,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,6,,,,,,,,,no,5ec2a21d6053200957b486f9
3/17/2022 15:57:44,,,23,M,Monterrey,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,5,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,no,613e41e32b283bcc973c4486
3/17/2022 15:57:51,,,21,M,CDMX,Mexico,Un poco de universidad,Desde el nacimiento,5,Tan pronto como recuerdo.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,,,,,,,,sí,614b6e4a03ded5acfe2ef9b0
3/17/2022 15:57:54,,,25,M,Ciudad de México,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,15,Tan pronto como recuerdo.,Aún no me siento cómodo.,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,,,,,,,,no,5f320f52f0468e14718b7f7a
3/17/2022 15:58:02,,,18,F,Zihuatanejo,Mexico,Preparatoria,Desde el nacimiento,9,Tan pronto como recuerdo.,12,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,5,5,4,5,4,,,,,,,,,no,615ccde70c1ce067fc831306
3/17/2022 15:58:16,,,32,M,Puebla,Mexico,Universidad (diplomatura/licenciatura),Desde el nacimiento,4,Tan pronto como recuerdo.,19,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,5,,,,,,,,,no,613a69d8ed1c11f70b3d37c7
3/17/2022 15:58:25,,,42,M,Ciudad de Mexico,Mexico,Un poco de escuela graduada,Desde el nacimiento,7,Tan pronto como recuerdo.,18,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,5,6,4,,,,,,,,,sí,611e8be405de1e23f7232157
3/17/2022 15:58:27,,,33,F,Villahermosa,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,20+,Tan pronto como recuerdo.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,5,,,,,,,,,no,5f2f5ffc7144073520501a57
3/17/2022 15:58:28,,,22,M,Tampico,México,Universidad (diplomatura/licenciatura),Desde el nacimiento,Desde el nacimiento,Tan pronto como recuerdo.,Tan pronto como recuerdo.,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,sí,616db9d88fea0251b6e97e36
