"","choice","language_chosen","slider.response","stim","participant","frame","stim_language","phoneme","L1","language_choice_num","choice_num"
"2779","feel","eng","3.740740741","stim/p_schwa_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","schwa","Spanish",1,7
"2780","su","span","4","stim/feuf_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","y","Spanish",0,6
"2781","son","span","4.033333333","stim/fof_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","o","Spanish",0,5
"2782","fin","span","4.02962963","stim/fif_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","i","Spanish",0,1
"2783","su","span","3.97037037","stim/peuf_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","y","Spanish",0,6
"2784","fought","eng","3.896296296","stim/pof_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","o","Spanish",1,4
"2785","su","span","3.988888889","stim/feuf_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","y","Spanish",0,6
"2786","feel","eng","3.996296296","stim/p_schwa_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","schwa","Spanish",1,7
"2787","fin","span","4.011111111","stim/fif_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","i","Spanish",0,1
"2788","su","span","3.996296296","stim/fof_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","o","Spanish",0,6
"2789","fun","eng","4.011111111","stim/peuf_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","y","Spanish",1,3
"2790","feel","eng","3.377777778","stim/f_schwa_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","schwa","Spanish",1,7
"2791","fin","span","4.103703704","stim/pif_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","i","Spanish",0,1
"2792","su","span","3.981481481","stim/pof_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","o","Spanish",0,6
"2793","su","span","4.051851852","stim/peuf_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","y","Spanish",0,6
"2794","fin","span","4.003703704","stim/fif_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","i","Spanish",0,1
"2795","su","span","3.781481481","stim/feuf_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","y","Spanish",0,6
"2796","fin","span","4.040740741","stim/pif_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","i","Spanish",0,1
"2797","son","span","3.822222222","stim/pof_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","o","Spanish",0,5
"2798","feel","eng","3.9","stim/p_schwa_f.wav","5eecf71ff9be240d72d2dddf","bilabial","french","schwa","Spanish",1,7
"2799","son","span","3.262962963","stim/fof_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","o","Spanish",0,5
"2800","feel","eng","3.87037037","stim/f_schwa_f.wav","5eecf71ff9be240d72d2dddf","fricative","french","schwa","Spanish",1,7
"2801","fool","eng","2.494791667","stim/pof_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","o","Spanish",1,2
"2802","feel","eng","2.984375","stim/fif_f.wav","5f15db42d62e996fdc5429d8","fricative","french","i","Spanish",1,7
"2803","fool","eng","2.453125","stim/p_schwa_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","schwa","Spanish",1,2
"2804","su","span","2.255208333","stim/peuf_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","y","Spanish",0,6
"2805","feel","eng","3.53125","stim/pif_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","i","Spanish",1,7
"2806","fool","eng","3.458333333","stim/fof_f.wav","5f15db42d62e996fdc5429d8","fricative","french","o","Spanish",1,2
"2807","feel","eng","2.364583333","stim/f_schwa_f.wav","5f15db42d62e996fdc5429d8","fricative","french","schwa","Spanish",1,7
"2808","fool","eng","3.380208333","stim/feuf_f.wav","5f15db42d62e996fdc5429d8","fricative","french","y","Spanish",1,2
"2809","fool","eng","3","stim/fof_f.wav","5f15db42d62e996fdc5429d8","fricative","french","o","Spanish",1,2
"2810","fool","eng","3.005208333","stim/pof_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","o","Spanish",1,2
"2811","fool","eng","1.979166667","stim/peuf_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","y","Spanish",1,2
"2812","feel","eng","2.510416667","stim/pif_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","i","Spanish",1,7
"2813","fought","eng","1.3125","stim/p_schwa_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","schwa","Spanish",1,4
"2814","fought","eng","2.005208333","stim/f_schwa_f.wav","5f15db42d62e996fdc5429d8","fricative","french","schwa","Spanish",1,4
"2815","feel","eng","3.010416667","stim/fif_f.wav","5f15db42d62e996fdc5429d8","fricative","french","i","Spanish",1,7
"2816","fought","eng","2.5625","stim/feuf_f.wav","5f15db42d62e996fdc5429d8","fricative","french","y","Spanish",1,4
"2817","fought","eng","2.484375","stim/feuf_f.wav","5f15db42d62e996fdc5429d8","fricative","french","y","Spanish",1,4
"2818","fool","eng","2.96875","stim/peuf_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","y","Spanish",1,2
"2819","fin","span","3.994791667","stim/fif_f.wav","5f15db42d62e996fdc5429d8","fricative","french","i","Spanish",0,1
"2820","fought","eng","3.479166667","stim/fof_f.wav","5f15db42d62e996fdc5429d8","fricative","french","o","Spanish",1,4
"2821","fought","eng","1.098958333","stim/p_schwa_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","schwa","Spanish",1,4
"2822","fought","eng","1.526041667","stim/pof_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","o","Spanish",1,4
"2823","feel","eng","2.416666667","stim/pif_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","i","Spanish",1,7
"2824","fought","eng","2.510416667","stim/f_schwa_f.wav","5f15db42d62e996fdc5429d8","fricative","french","schwa","Spanish",1,4
"2825","feel","eng","2.526041667","stim/p_schwa_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","schwa","Spanish",1,7
"2826","feel","eng","2.005208333","stim/pif_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","i","Spanish",1,7
"2827","fought","eng","1.1875","stim/peuf_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","y","Spanish",1,4
"2828","fool","eng","1.979166667","stim/feuf_f.wav","5f15db42d62e996fdc5429d8","fricative","french","y","Spanish",1,2
"2829","fought","eng","1.96875","stim/pof_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","o","Spanish",1,4
"2830","fool","eng","2.447916667","stim/fof_f.wav","5f15db42d62e996fdc5429d8","fricative","french","o","Spanish",1,2
"2831","fool","eng","2.416666667","stim/f_schwa_f.wav","5f15db42d62e996fdc5429d8","fricative","french","schwa","Spanish",1,2
"2832","fin","span","3.484375","stim/fif_f.wav","5f15db42d62e996fdc5429d8","fricative","french","i","Spanish",0,1
"2833","fought","eng","3.119791667","stim/feuf_f.wav","5f15db42d62e996fdc5429d8","fricative","french","y","Spanish",1,4
"2834","feel","eng","1.473958333","stim/p_schwa_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","schwa","Spanish",1,7
"2835","fought","eng","3.020833333","stim/pof_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","o","Spanish",1,4
"2836","su","span","1.671875","stim/peuf_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","y","Spanish",0,6
"2837","fun","eng","2.973958333","stim/f_schwa_f.wav","5f15db42d62e996fdc5429d8","fricative","french","schwa","Spanish",1,3
"2838","fun","eng","2.984375","stim/fof_f.wav","5f15db42d62e996fdc5429d8","fricative","french","o","Spanish",1,3
"2839","feel","eng","4.010416667","stim/pif_f.wav","5f15db42d62e996fdc5429d8","bilabial","french","i","Spanish",1,7
"2840","feel","eng","3.5","stim/fif_f.wav","5f15db42d62e996fdc5429d8","fricative","french","i","Spanish",1,7
"2841","fin","span","3.942708333","stim/pif_f.wav","5f2f5ffc7144073520501a57","bilabial","french","i","Spanish",0,1
"2842","fun","eng","3.010416667","stim/f_schwa_f.wav","5f2f5ffc7144073520501a57","fricative","french","schwa","Spanish",1,3
"2843","fun","eng","3.010416667","stim/fof_f.wav","5f2f5ffc7144073520501a57","fricative","french","o","Spanish",1,3
"2844","fool","eng","2.984375","stim/feuf_f.wav","5f2f5ffc7144073520501a57","fricative","french","y","Spanish",1,2
"2845","feel","eng","3.010416667","stim/fif_f.wav","5f2f5ffc7144073520501a57","fricative","french","i","Spanish",1,7
"2846","su","span","3.052083333","stim/peuf_f.wav","5f2f5ffc7144073520501a57","bilabial","french","y","Spanish",0,6
"2847","son","span","3.078125","stim/pof_f.wav","5f2f5ffc7144073520501a57","bilabial","french","o","Spanish",0,5
"2848","fun","eng","2.151041667","stim/p_schwa_f.wav","5f2f5ffc7144073520501a57","bilabial","french","schwa","Spanish",1,3
"2849","fin","span","3.041666667","stim/pif_f.wav","5f2f5ffc7144073520501a57","bilabial","french","i","Spanish",0,1
"2850","fun","eng","3","stim/p_schwa_f.wav","5f2f5ffc7144073520501a57","bilabial","french","schwa","Spanish",1,3
"2851","fool","eng","4.005208333","stim/f_schwa_f.wav","5f2f5ffc7144073520501a57","fricative","french","schwa","Spanish",1,2
"2852","feel","eng","4.03125","stim/fif_f.wav","5f2f5ffc7144073520501a57","fricative","french","i","Spanish",1,7
"2853","fun","eng","3.989583333","stim/fof_f.wav","5f2f5ffc7144073520501a57","fricative","french","o","Spanish",1,3
"2854","fool","eng","3.979166667","stim/feuf_f.wav","5f2f5ffc7144073520501a57","fricative","french","y","Spanish",1,2
"2855","su","span","3","stim/peuf_f.wav","5f2f5ffc7144073520501a57","bilabial","french","y","Spanish",0,6
"2856","son","span","3.0625","stim/pof_f.wav","5f2f5ffc7144073520501a57","bilabial","french","o","Spanish",0,5
"2857","fun","eng","3.015625","stim/f_schwa_f.wav","5f2f5ffc7144073520501a57","fricative","french","schwa","Spanish",1,3
"2858","feel","eng","2.963541667","stim/fif_f.wav","5f2f5ffc7144073520501a57","fricative","french","i","Spanish",1,7
"2859","fun","eng","4.026041667","stim/fof_f.wav","5f2f5ffc7144073520501a57","fricative","french","o","Spanish",1,3
"2860","son","span","3.963541667","stim/p_schwa_f.wav","5f2f5ffc7144073520501a57","bilabial","french","schwa","Spanish",0,5
"2861","fin","span","3.963541667","stim/pif_f.wav","5f2f5ffc7144073520501a57","bilabial","french","i","Spanish",0,1
"2862","fool","eng","2.994791667","stim/peuf_f.wav","5f2f5ffc7144073520501a57","bilabial","french","y","Spanish",1,2
"2863","son","span","3.005208333","stim/pof_f.wav","5f2f5ffc7144073520501a57","bilabial","french","o","Spanish",0,5
"2864","fool","eng","3.916666667","stim/feuf_f.wav","5f2f5ffc7144073520501a57","fricative","french","y","Spanish",1,2
"2865","fun","eng","3.947916667","stim/fof_f.wav","5f2f5ffc7144073520501a57","fricative","french","o","Spanish",1,3
"2866","fin","span","3.947916667","stim/fif_f.wav","5f2f5ffc7144073520501a57","fricative","french","i","Spanish",0,1
"2867","feel","eng","3.958333333","stim/pif_f.wav","5f2f5ffc7144073520501a57","bilabial","french","i","Spanish",1,7
"2868","son","span","2.994791667","stim/pof_f.wav","5f2f5ffc7144073520501a57","bilabial","french","o","Spanish",0,5
"2869","fun","eng","3.942708333","stim/f_schwa_f.wav","5f2f5ffc7144073520501a57","fricative","french","schwa","Spanish",1,3
"2870","fool","eng","4.015625","stim/feuf_f.wav","5f2f5ffc7144073520501a57","fricative","french","y","Spanish",1,2
"2871","son","span","4.015625","stim/p_schwa_f.wav","5f2f5ffc7144073520501a57","bilabial","french","schwa","Spanish",0,5
"2872","su","span","2.973958333","stim/peuf_f.wav","5f2f5ffc7144073520501a57","bilabial","french","y","Spanish",0,6
"2873","fool","eng","2.989583333","stim/peuf_f.wav","5f2f5ffc7144073520501a57","bilabial","french","y","Spanish",1,2
"2874","son","span","3.078125","stim/pof_f.wav","5f2f5ffc7144073520501a57","bilabial","french","o","Spanish",0,5
"2875","fun","eng","4.020833333","stim/fof_f.wav","5f2f5ffc7144073520501a57","fricative","french","o","Spanish",1,3
"2876","fin","span","4.005208333","stim/fif_f.wav","5f2f5ffc7144073520501a57","fricative","french","i","Spanish",0,1
"2877","fin","span","3.994791667","stim/pif_f.wav","5f2f5ffc7144073520501a57","bilabial","french","i","Spanish",0,1
"2878","son","span","3.041666667","stim/p_schwa_f.wav","5f2f5ffc7144073520501a57","bilabial","french","schwa","Spanish",0,5
"2879","fun","eng","4.057291667","stim/f_schwa_f.wav","5f2f5ffc7144073520501a57","fricative","french","schwa","Spanish",1,3
"2880","fool","eng","4.057291667","stim/feuf_f.wav","5f2f5ffc7144073520501a57","fricative","french","y","Spanish",1,2
"2881","fought","eng","2.077777778","stim/fif_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","i","Spanish",1,4
"2882","fool","eng","2.1","stim/peuf_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","y","Spanish",1,2
"2883","fought","eng","1.966666667","stim/p_schwa_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","schwa","Spanish",1,4
"2884","fought","eng","3.018518519","stim/pof_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","o","Spanish",1,4
"2885","fought","eng","2.040740741","stim/pif_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","i","Spanish",1,4
"2886","fought","eng","1.907407407","stim/fof_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","o","Spanish",1,4
"2887","fought","eng","3.011111111","stim/feuf_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","y","Spanish",1,4
"2888","fought","eng","1.985185185","stim/f_schwa_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","schwa","Spanish",1,4
"2889","fun","eng","2.925925926","stim/pof_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","o","Spanish",1,3
"2890","fool","eng","2.966666667","stim/peuf_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","y","Spanish",1,2
"2891","fin","span","2.966666667","stim/pif_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","i","Spanish",0,1
"2892","fin","span","3.033333333","stim/fif_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","i","Spanish",0,1
"2893","fool","eng","3.033333333","stim/feuf_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","y","Spanish",1,2
"2894","fought","eng","3.033333333","stim/p_schwa_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","schwa","Spanish",1,4
"2895","fool","eng","3.022222222","stim/fof_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","o","Spanish",1,2
"2896","fun","eng","3.022222222","stim/f_schwa_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","schwa","Spanish",1,3
"2897","su","span","3.022222222","stim/peuf_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","y","Spanish",0,6
"2898","fought","eng","3.022222222","stim/p_schwa_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","schwa","Spanish",1,4
"2899","feel","eng","3.022222222","stim/fif_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","i","Spanish",1,7
"2900","fool","eng","3.022222222","stim/feuf_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","y","Spanish",1,2
"2901","fin","span","3.022222222","stim/pif_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","i","Spanish",0,1
"2902","fool","eng","3.022222222","stim/pof_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","o","Spanish",1,2
"2903","fought","eng","2.955555556","stim/f_schwa_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","schwa","Spanish",1,4
"2904","fought","eng","2.988888889","stim/fof_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","o","Spanish",1,4
"2905","su","span","2.988888889","stim/peuf_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","y","Spanish",0,6
"2906","fun","eng","2.992592593","stim/fof_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","o","Spanish",1,3
"2907","feel","eng","2.992592593","stim/feuf_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","y","Spanish",1,7
"2908","fun","eng","2.992592593","stim/pof_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","o","Spanish",1,3
"2909","fin","span","2.992592593","stim/fif_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","i","Spanish",0,1
"2910","feel","eng","2.996296296","stim/pif_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","i","Spanish",1,7
"2911","fought","eng","2.996296296","stim/f_schwa_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","schwa","Spanish",1,4
"2912","son","span","2.996296296","stim/p_schwa_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","schwa","Spanish",0,5
"2913","su","span","2.996296296","stim/pof_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","o","Spanish",0,6
"2914","fool","eng","2.996296296","stim/f_schwa_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","schwa","Spanish",1,2
"2915","fin","span","2.996296296","stim/pif_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","i","Spanish",0,1
"2916","feel","eng","2.996296296","stim/fif_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","i","Spanish",1,7
"2917","fought","eng","2.996296296","stim/p_schwa_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","schwa","Spanish",1,4
"2918","son","span","3.007407407","stim/peuf_f.wav","5f30c06d1cdf4953b62ae475","bilabial","french","y","Spanish",0,5
"2919","fought","eng","3.014814815","stim/fof_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","o","Spanish",1,4
"2920","fool","eng","3.014814815","stim/feuf_f.wav","5f30c06d1cdf4953b62ae475","fricative","french","y","Spanish",1,2
"2921","su","span","2.0285692","stim/p_schwa_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","schwa","Spanish",0,6
"2922","fin","span","4.006914153","stim/pif_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","i","Spanish",0,1
"2923","fun","eng","1.998570873","stim/f_schwa_f.wav","5f320f52f0468e14718b7f7a","fricative","french","schwa","Spanish",1,3
"2924","fool","eng","3.006142849","stim/pof_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","o","Spanish",1,2
"2925","fool","eng","3.018697555","stim/fof_f.wav","5f320f52f0468e14718b7f7a","fricative","french","o","Spanish",1,2
"2926","feel","eng","4.022087945","stim/fif_f.wav","5f320f52f0468e14718b7f7a","fricative","french","i","Spanish",1,7
"2927","su","span","2.989581525","stim/peuf_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","y","Spanish",0,6
"2928","fool","eng","2.003887713","stim/feuf_f.wav","5f320f52f0468e14718b7f7a","fricative","french","y","Spanish",1,2
"2929","fought","eng","4.014556659","stim/peuf_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","y","Spanish",1,4
"2930","son","span","2.010108552","stim/fof_f.wav","5f320f52f0468e14718b7f7a","fricative","french","o","Spanish",0,5
"2931","fought","eng","2.014649794","stim/f_schwa_f.wav","5f320f52f0468e14718b7f7a","fricative","french","schwa","Spanish",1,4
"2932","fun","eng","4.003505679","stim/feuf_f.wav","5f320f52f0468e14718b7f7a","fricative","french","y","Spanish",1,3
"2933","fin","span","3.989665618","stim/fif_f.wav","5f320f52f0468e14718b7f7a","fricative","french","i","Spanish",0,1
"2934","fin","span","5","stim/pif_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","i","Spanish",0,1
"2935","fought","eng","4.971391692","stim/pof_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","o","Spanish",1,4
"2936","fool","eng","2.987100559","stim/p_schwa_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","schwa","Spanish",1,2
"2937","fun","eng","2.971444363","stim/peuf_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","y","Spanish",1,3
"2938","fought","eng","1.967155174","stim/p_schwa_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","schwa","Spanish",1,4
"2939","fin","span","3.982503707","stim/fif_f.wav","5f320f52f0468e14718b7f7a","fricative","french","i","Spanish",0,1
"2940","su","span","4.003653067","stim/feuf_f.wav","5f320f52f0468e14718b7f7a","fricative","french","y","Spanish",0,6
"2941","fought","eng","3.009384268","stim/f_schwa_f.wav","5f320f52f0468e14718b7f7a","fricative","french","schwa","Spanish",1,4
"2942","fought","eng","3.971196832","stim/fof_f.wav","5f320f52f0468e14718b7f7a","fricative","french","o","Spanish",1,4
"2943","feel","eng","3.977917933","stim/pif_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","i","Spanish",1,7
"2944","fought","eng","5","stim/pof_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","o","Spanish",1,4
"2945","feel","eng","5","stim/fif_f.wav","5f320f52f0468e14718b7f7a","fricative","french","i","Spanish",1,7
"2946","fool","eng","1.972033917","stim/feuf_f.wav","5f320f52f0468e14718b7f7a","fricative","french","y","Spanish",1,2
"2947","fin","span","3.996837023","stim/pif_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","i","Spanish",0,1
"2948","fought","eng","1.997722937","stim/f_schwa_f.wav","5f320f52f0468e14718b7f7a","fricative","french","schwa","Spanish",1,4
"2949","fool","eng","3.99464473","stim/fof_f.wav","5f320f52f0468e14718b7f7a","fricative","french","o","Spanish",1,2
"2950","su","span","3.015359158","stim/peuf_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","y","Spanish",0,6
"2951","fought","eng","2.991727702","stim/pof_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","o","Spanish",1,4
"2952","fun","eng","1.013218519","stim/p_schwa_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","schwa","Spanish",1,3
"2953","feel","eng","1.986651159","stim/peuf_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","y","Spanish",1,7
"2954","fin","span","3.974791576","stim/pif_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","i","Spanish",0,1
"2955","fool","eng","3.999651874","stim/feuf_f.wav","5f320f52f0468e14718b7f7a","fricative","french","y","Spanish",1,2
"2956","fool","eng","3.984977214","stim/pof_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","o","Spanish",1,2
"2957","fun","eng","2.979310438","stim/fof_f.wav","5f320f52f0468e14718b7f7a","fricative","french","o","Spanish",1,3
"2958","fought","eng","4.98476246","stim/f_schwa_f.wav","5f320f52f0468e14718b7f7a","fricative","french","schwa","Spanish",1,4
"2959","su","span","2.0021993","stim/p_schwa_f.wav","5f320f52f0468e14718b7f7a","bilabial","french","schwa","Spanish",0,6
"2960","fin","span","5","stim/fif_f.wav","5f320f52f0468e14718b7f7a","fricative","french","i","Spanish",0,1
"2961","fun","eng","2.99","stim/pof_f.wav","5f3cc983e81de700092fa67e","bilabial","french","o","Spanish",1,3
"2962","fought","eng","2.025","stim/p_schwa_f.wav","5f3cc983e81de700092fa67e","bilabial","french","schwa","Spanish",1,4
"2963","fin","span","4.965","stim/fif_f.wav","5f3cc983e81de700092fa67e","fricative","french","i","Spanish",0,1
"2964","fun","eng","2.97","stim/f_schwa_f.wav","5f3cc983e81de700092fa67e","fricative","french","schwa","Spanish",1,3
"2965","fun","eng","2.965","stim/fof_f.wav","5f3cc983e81de700092fa67e","fricative","french","o","Spanish",1,3
"2966","fool","eng","4","stim/feuf_f.wav","5f3cc983e81de700092fa67e","fricative","french","y","Spanish",1,2
"2967","fin","span","2.99","stim/pif_f.wav","5f3cc983e81de700092fa67e","bilabial","french","i","Spanish",0,1
"2968","su","span","1.965","stim/peuf_f.wav","5f3cc983e81de700092fa67e","bilabial","french","y","Spanish",0,6
"2969","feel","eng","2.975","stim/pif_f.wav","5f3cc983e81de700092fa67e","bilabial","french","i","Spanish",1,7
"2970","fought","eng","4.025","stim/f_schwa_f.wav","5f3cc983e81de700092fa67e","fricative","french","schwa","Spanish",1,4
"2971","fool","eng","3.02","stim/feuf_f.wav","5f3cc983e81de700092fa67e","fricative","french","y","Spanish",1,2
"2972","fin","span","4.925","stim/fif_f.wav","5f3cc983e81de700092fa67e","fricative","french","i","Spanish",0,1
"2973","son","span","2.96","stim/p_schwa_f.wav","5f3cc983e81de700092fa67e","bilabial","french","schwa","Spanish",0,5
"2974","son","span","4.02","stim/fof_f.wav","5f3cc983e81de700092fa67e","fricative","french","o","Spanish",0,5
"2975","son","span","3.965","stim/pof_f.wav","5f3cc983e81de700092fa67e","bilabial","french","o","Spanish",0,5
"2976","su","span","3.99","stim/peuf_f.wav","5f3cc983e81de700092fa67e","bilabial","french","y","Spanish",0,6
"2977","fin","span","4.995","stim/fif_f.wav","5f3cc983e81de700092fa67e","fricative","french","i","Spanish",0,1
"2978","su","span","3.935","stim/peuf_f.wav","5f3cc983e81de700092fa67e","bilabial","french","y","Spanish",0,6
"2979","fought","eng","2.945","stim/p_schwa_f.wav","5f3cc983e81de700092fa67e","bilabial","french","schwa","Spanish",1,4
"2980","fool","eng","3.075","stim/feuf_f.wav","5f3cc983e81de700092fa67e","fricative","french","y","Spanish",1,2
"2981","fun","eng","2.985","stim/fof_f.wav","5f3cc983e81de700092fa67e","fricative","french","o","Spanish",1,3
"2982","feel","eng","4.01","stim/pif_f.wav","5f3cc983e81de700092fa67e","bilabial","french","i","Spanish",1,7
"2983","fought","eng","3.89","stim/f_schwa_f.wav","5f3cc983e81de700092fa67e","fricative","french","schwa","Spanish",1,4
"2984","fought","eng","4.05","stim/pof_f.wav","5f3cc983e81de700092fa67e","bilabial","french","o","Spanish",1,4
"2985","feel","eng","4.05","stim/fif_f.wav","5f3cc983e81de700092fa67e","fricative","french","i","Spanish",1,7
"2986","fought","eng","4.98","stim/p_schwa_f.wav","5f3cc983e81de700092fa67e","bilabial","french","schwa","Spanish",1,4
"2987","fought","eng","3.96","stim/f_schwa_f.wav","5f3cc983e81de700092fa67e","fricative","french","schwa","Spanish",1,4
"2988","fought","eng","3.96","stim/fof_f.wav","5f3cc983e81de700092fa67e","fricative","french","o","Spanish",1,4
"2989","fin","span","4.99","stim/pif_f.wav","5f3cc983e81de700092fa67e","bilabial","french","i","Spanish",0,1
"2990","su","span","4.015","stim/feuf_f.wav","5f3cc983e81de700092fa67e","fricative","french","y","Spanish",0,6
"2991","fun","eng","4.015","stim/peuf_f.wav","5f3cc983e81de700092fa67e","bilabial","french","y","Spanish",1,3
"2992","fought","eng","2.965","stim/pof_f.wav","5f3cc983e81de700092fa67e","bilabial","french","o","Spanish",1,4
"2993","fought","eng","3.045","stim/pof_f.wav","5f3cc983e81de700092fa67e","bilabial","french","o","Spanish",1,4
"2994","su","span","3.95","stim/peuf_f.wav","5f3cc983e81de700092fa67e","bilabial","french","y","Spanish",0,6
"2995","fought","eng","4.955","stim/p_schwa_f.wav","5f3cc983e81de700092fa67e","bilabial","french","schwa","Spanish",1,4
"2996","feel","eng","4","stim/pif_f.wav","5f3cc983e81de700092fa67e","bilabial","french","i","Spanish",1,7
"2997","fun","eng","4","stim/f_schwa_f.wav","5f3cc983e81de700092fa67e","fricative","french","schwa","Spanish",1,3
"2998","son","span","2.97","stim/fof_f.wav","5f3cc983e81de700092fa67e","fricative","french","o","Spanish",0,5
"2999","fin","span","4.955","stim/fif_f.wav","5f3cc983e81de700092fa67e","fricative","french","i","Spanish",0,1
"3000","su","span","3.05","stim/feuf_f.wav","5f3cc983e81de700092fa67e","fricative","french","y","Spanish",0,6
"3001","son","span","4.017760417","stim/pof_f.wav","5f5065d2fd3fc11d40575ce7","bilabial","french","o","Spanish",0,5
"3002","fun","eng","2.969149306","stim/fof_f.wav","5f5065d2fd3fc11d40575ce7","fricative","french","o","Spanish",1,3
"3003","fin","span","2.007552083","stim/f_schwa_f.wav","5f5065d2fd3fc11d40575ce7","fricative","french","schwa","Spanish",0,1
